EmployeeID,First_Name,Surname,StreetAddress,Age,Office,Office_Type,Notes,Start_Date,Termination_Date,Active_Status_corrige
103602,Cai,Ch'ien,A renseigner,85,HongKong,Technology,Changes for 2021.06:  ,2018-01-29,2100-12-12,1
103603,Masaru,Hiyoshi,A renseigner,34,Tokyo,Corporate,Changes for 2021.06:  ,2018-01-29,2100-12-12,1
103604,Samuel,Lawson,77 Merthyr Road,31,London,Corporate,Changes for 2021.06:  ,2018-01-29,2100-12-12,1
103605,Mason,Warner,37 Worthy Lane,33,London,Corporate,Changes for 2021.06:  ,2018-01-29,2100-12-12,1
103606,Juan,Velasquez,947 Camden Place,49,Boulder,Technology,Changes for 2021.06:  ,2018-02-05,2100-12-12,1
103607,Malinda,Smith,139 Hog Camp Road,49,Boulder,Technology,Changes for 2021.06:  ,2018-02-05,2100-12-12,1
103608,Van,Grey,2714 Grey Fox Farm Road,59,Boulder,Technology,Changes for 2021.06:  Termed,2018-02-05,2022-03-15,0
103609,John,Day,2344 Bird Street,40,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2020-09-18,0
103610,Desiree,Green,1324 Tennessee Avenue,66,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2100-12-12,1
103611,Carol,Nagy,1708 Bell Street,36,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2018-02-25,0
103612,Tori,Simmons,3823 Timberbrook Lane,34,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2018-12-26,0
103613,Robert,Higgins,2497 Marcus Street,38,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2021-11-01,0
103614,Steven,Ryder,2928 Overlook Drive,64,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2100-12-12,1
103615,Brent,Kramer,4365 Primrose Lane,25,NYC,Corporate,Changes for 2021.06:  ,2018-02-05,2021-05-17,0
103616,Shing,K'ung,A renseigner,32,HongKong,Technology,Changes for 2021.06:  ,2018-02-05,2019-04-29,0
103617,Yuan,P'an,A renseigner,29,HongKong,Technology,Changes for 2021.06:  ,2018-02-05,2021-02-20,0
103618,Fatima,Rian,Hareveien 114,36,Oslo,Technology,Changes for 2021.06:  ,2018-02-05,2100-12-12,1
103619,Amanda,Townsend,1759 Randall Drive,33,Boulder,Technology,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103620,Loyd,Bruce,2379 West Fork Drive,33,Boulder,Technology,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103621,Alexis,Peer,2426 Sampson Street,23,Boulder,Technology,Changes for 2021.06:  ,2018-02-12,2022-06-07,0
103622,Grace,Hunt,726 Hilltop Haven Drive,57,NYC,Corporate,Changes for 2021.06:  Termed,2018-02-12,2023-04-18,0
103623,Evangeline,Gaines,4044 Echo Lane,27,NYC,Corporate,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103624,Sara,Laverriere,2399 State Street,39,NYC,Corporate,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103625,Kenneth,Mcmillion,1537 Paul Wayne Haggerty Road,40,NYC,Corporate,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103626,Esther,Cundiff,1142 Willow Oaks Lane,25,NYC,Corporate,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103627,George,Reeves,51 Botley Road,55,London,Corporate,Changes for 2021.06:  Termed,2018-02-12,2021-02-05,0
103628,Jake,Chadwick,32 Clasper Way,34,London,Corporate,Changes for 2021.06:  ,2018-02-12,2100-12-12,1
103629,John,Colon,3232 Raccoon Run,58,Boulder,Technology,Changes for 2021.06:  Termed,2018-02-19,2022-03-14,0
103630,Lettie,Johnston,2307 Francis Mine,35,NYC,Corporate,Changes for 2021.06:  ,2018-02-19,2100-12-12,1
103631,Donna,Mcatee,1460 Lost Creek Road,28,NYC,Corporate,Changes for 2021.06:  Termed,2018-02-19,2022-10-21,0
103632,Francis,Beck,4526 Pinewood Avenue,31,NYC,Corporate,Changes for 2021.06:  ,2018-02-19,2100-12-12,1
103633,Michael,Bode,2436 Plainfield Avenue,28,NYC,Corporate,Changes for 2021.06:  ,2018-02-19,2019-02-07,0
103634,Mary,Drum,1061 Mulberry Lane,30,NYC,Corporate,Changes for 2021.06:  ,2018-02-19,2100-12-12,1
103635,Isobel,Burgess,51 Layburn Court,36,London,Corporate,Changes for 2021.06:  ,2018-02-19,2018-10-17,0
103636,Ruth,Prude,1006 Terra Cotta Street,51,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2021-02-05,0
103637,Brent,Braun,3538 Davis Court,24,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103638,Erica,Navarro,4962 Prospect Street,44,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103639,Donna,Richardson,4568 Hide A Way Road,54,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2018-05-26,0
103640,Sonia,Kyles,3716 Westfall Avenue,59,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103641,Albert,Nelson,161 Poplar Lane,31,SanJose,Corporate,Changes for 2021.06:  Termed,2018-02-26,2021-01-30,0
103642,Alice,Lucas,1902 Prospect Valley Road,62,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2020-03-22,0
103643,Ernest,Mckinnon,2823 Crosswind Drive,32,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103644,Anna,Canada,510 Armbrester Drive,52,SanJose,Corporate,Changes for 2021.06:  Termed,2018-02-26,2021-02-07,0
103645,Louise,Wilson,1108 Beeghley Street,63,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103646,Clarence,Tufts,301 Rardin Drive,36,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103647,Reginald,Emerson,2840 Broadway Street,33,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103648,Garth,Brown,1593 Ward Road,37,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2020-02-20,0
103649,Mary,Hamby,496 Corbin Branch Road,34,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2018-07-07,0
103650,Dennis,Alexander,3698 Shadowmar Drive,29,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103651,Patricia,Benoit,801 Thunder Road,61,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2018-04-30,0
103652,Philip,Martinez,3012 Hillcrest Lane,31,SanJose,Corporate,Changes for 2021.06:  ,2018-02-26,2019-06-19,0
103653,Herbert,Walker,1169 Denver Avenue,51,Boulder,Technology,Changes for 2021.06:  ,2018-02-26,2020-03-06,0
103654,Richard,Barker,4469 Deans Lane,42,Boulder,Technology,Changes for 2021.06:  ,2018-02-26,2018-12-12,0
103655,Anna,Smith,2122 Walnut Hill Drive,40,Boulder,Technology,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103656,Vi,Gray,2141 Rocky Road,29,NYC,Corporate,Changes for 2021.06:  ,2018-02-26,2100-12-12,1
103657,Emily,Freeman,15 Stroude Road,48,London,Corporate,Changes for 2021.06:  ,2018-02-26,2019-06-19,0
103658,Chelsea,Spencer,49 Balsham Road,56,London,Corporate,Changes for 2021.06:  ,2018-02-26,2021-03-26,0
103659,Muhammad,Williams,61 Golf Road,32,London,Corporate,Changes for 2021.06:  ,2018-02-26,2019-06-02,0
103660,Taylor,Watts,78 Huntly Street,33,London,Corporate,Changes for 2021.06:  ,2018-03-03,2100-12-12,1
103661,Isaac,Hewitt,26 Kendell Street,45,London,Corporate,Changes for 2021.06:  ,2018-03-03,2018-04-11,0
103662,Troy,Johnson,4751 Broadcast Drive,39,Boulder,Technology,Changes for 2021.06:  ,2018-03-03,2018-12-15,0
103663,Alberto,Clemons,4833 Glendale Avenue,40,Boulder,Technology,Changes for 2021.06:  ,2018-03-03,2018-06-23,0
103664,Jaclyn,Drake,4516 Pheasant Ridge Road,27,Boulder,Technology,Changes for 2021.06:  Termed,2018-03-03,2021-11-12,0
103665,Trisha,Cisneros,2466 Burton Avenue,53,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103666,Jacqueline,Boling,4691 Parrish Avenue,60,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103667,Ernesto,Falzone,3445 Burnside Court,38,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103668,Gail,Houston,3856 Powder House Road,25,SanJose,Corporate,Changes for 2021.06:  Termed,2018-03-05,2022-01-14,0
103669,Sasha,Johnson,2586 Broaddus Avenue,50,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103670,Teri,Louder,1503 Stutler Lane,40,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103671,Kenneth,Inglis,4336 Haul Road,39,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103672,Christopher,Johnson,2370 Cross Street,55,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2018-05-14,0
103673,Leslie,Waggener,680 Marion Street,43,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2018-05-31,0
103674,John,Bennett,4130 Lee Avenue,39,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103675,Quinn,Gowins,264 Wayback Lane,42,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103676,Leon,Miller,2827 Woodbridge Lane,25,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103677,Mary,Chapman,2986 Redbud Drive,30,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103678,David,Garcia,934 Counts Lane,35,SanJose,Corporate,Changes for 2021.06:  ,2018-03-05,2020-11-14,0
103679,Joseph,Wingfield,2771 Ottis Street,32,Boulder,Technology,Changes for 2021.06:  Termed,2018-03-05,2021-04-22,0
103680,Matthew,Hensel,3787 Clifford Street,46,Boulder,Technology,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103681,Randy,Welsh,3052 Joes Road,59,Boulder,Technology,Changes for 2021.06:  ,2018-03-05,2022-03-14,0
103682,Michael,Robinson,877 Brooklyn Street,48,NYC,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103683,Joyce,Kirby,628 Washington Avenue,49,NYC,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103684,Benjamin,Gambrell,644 Ingram Street,56,NYC,Corporate,Changes for 2021.06:  ,2018-03-05,2020-05-08,0
103685,Jack,Robinson,441 Eagle Drive,46,NYC,Corporate,Changes for 2021.06:  Termed,2018-03-05,2022-04-16,0
103686,Michael,Lovejoy,2081 Frum Street,54,NYC,Corporate,Changes for 2021.06:  ,2018-03-05,2100-12-12,1
103687,Jennifer,Harris,4693 Traders Alley,42,SanJose,Corporate,Changes for 2021.06:  ,2018-03-12,2100-12-12,1
103688,Rodney,Hernandez,884 Nuzum Court,39,SanJose,Corporate,Changes for 2021.06:  ,2018-03-12,2019-06-17,0
103689,James,Eshelman,4551 Thomas Street,27,SanJose,Corporate,Changes for 2021.06:  ,2018-03-12,2100-12-12,1
103690,Regina,Johnson,1312 Ferguson Street,31,SanJose,Corporate,Changes for 2021.06:  ,2018-03-12,2100-12-12,1
103691,Dayna,Miller,3249 Hanifan Lane,43,Boulder,Technology,Changes for 2021.06:  ,2018-03-12,2019-10-01,0
103692,Steven,Jorge,4472 Harter Street,56,Boulder,Technology,Changes for 2021.06:  ,2018-03-12,2021-12-22,0
103693,Louis,Milligan,526 Pooh Bear Lane,49,Boulder,Technology,Changes for 2021.06:  ,2018-03-12,2100-12-12,1
103694,Glenn,Howard,2743 Diamond Street,45,NYC,Corporate,Changes for 2021.06:  ,2018-03-12,2021-03-03,0
103695,Danielle,Manning,2942 Spring Street,54,NYC,Corporate,Changes for 2021.06:  ,2018-03-12,2018-09-27,0
103696,Jordan,Clegg,2825 Conifer Drive,36,SanJose,Corporate,Changes for 2021.06:  ,2018-03-19,2019-01-13,0
103697,Jacqueline,Ragsdale,2294 Middleville Road,38,SanJose,Corporate,Changes for 2021.06:  ,2018-03-19,2019-08-05,0
103698,Ronda,Gonzales,2305 Shinn Street,52,Boulder,Technology,Changes for 2021.06:  ,2018-03-19,2019-12-06,0
103699,Jayden,Price,34 George Street,59,London,Corporate,Changes for 2021.06:  ,2018-03-19,2100-12-12,1
103700,Jason,Ibarra,1565 Foley Street,36,Boulder,Technology,Changes for 2021.06:  ,2018-03-26,2018-06-14,0
103701,Robert,Horton,3150 Maxwell Farm Road,28,Boulder,Technology,Changes for 2021.06:  ,2018-03-26,2020-05-07,0
103702,Christina,Holley,2508 John Calvin Drive,40,NYC,Corporate,Changes for 2021.06:  ,2018-03-26,2020-11-23,0
103703,Danielle,Tucker,30 South Crescent,32,London,Corporate,Changes for 2021.06:  ,2018-03-26,2100-12-12,1
103704,Usha,Depalma,1848 Taylor Street,60,SanJose,Corporate,Changes for 2021.06:  Termed,2018-03-26,2023-04-05,0
103705,Marc,Smith,3492 Oakway Lane,26,SanJose,Corporate,Changes for 2021.06:  ,2018-04-02,2021-01-13,0
103706,Mary,Green,3856 Rogers Street,42,SanJose,Corporate,Changes for 2021.06:  ,2018-04-02,2019-02-22,0
103707,John,Ramos,1812 Bailey Drive,25,Boulder,Technology,Changes for 2021.06:  ,2018-04-02,2100-12-12,1
103708,Tracy,Haughton,4552 Smith Street,54,NYC,Corporate,Changes for 2021.06:  ,2018-04-02,2100-12-12,1
103709,Dawne,Aldrich,1742 Hilltop Drive,35,NYC,Corporate,Changes for 2021.06:  ,2018-04-02,2021-06-14,0
103710,James,Howell,3263 Conaway Street,29,NYC,Corporate,Changes for 2021.06:  ,2018-04-02,2018-06-18,0
103711,Dallas,Wong,915 River Road,25,NYC,Corporate,Changes for 2021.06:  ,2018-04-02,2100-12-12,1
103712,Song,Tuan,A renseigner,31,HongKong,Technology,Changes for 2021.06:  ,2018-04-02,2100-12-12,1
103713,Sienna,Sharpe,54 Academy Street,46,London,Corporate,Changes for 2021.06:  ,2018-04-02,2100-12-12,1
103714,Vincent,Edwards,75 Roane Avenue,34,Boulder,Technology,Changes for 2021.06:  ,2018-04-09,2020-05-27,0
103715,Janetta,Ramer,4480 Emily Renzelli Boulevard,25,Boulder,Technology,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103716,Joseph,Morgan,1042 Tenmile Road,38,Boulder,Technology,Changes for 2021.06:  Termed,2018-04-09,2023-05-29,0
103717,Geneva,Carrasquillo,4009 Filbert Street,42,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103718,Carole,Saldana,1180 Oliver Street,62,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103719,Barbara,Larsen,1204 Yorkshire Circle,27,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103720,Judy,Green,3283 Brown Avenue,27,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103721,David,Smith,2873 Hawks Nest Lane,45,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103722,Eileen,Drake,4027 Bungalow Road,63,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2022-10-18,0
103723,Timmy,Jenkin,2331 Hart Country Lane,52,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103724,Erick,Jenkins,1611 Maxwell Street,51,NYC,Corporate,Changes for 2021.06:  ,2018-04-09,2018-05-30,0
103725,Glenn,Clark,3291 Oak Avenue,47,NYC,Corporate,Changes for 2021.06:  Termed,2018-04-09,2023-06-30,0
103726,Patricia,Burns,1915 Shady Pines Drive,30,NYC,Corporate,Changes for 2021.06:  Termed,2018-04-09,2023-03-25,0
103727,Connie,Depp,2005 Whaley Lane,48,NYC,Corporate,Changes for 2021.06:  Termed,2018-04-09,2023-07-28,0
103728,Andrew,Thomson,23 Sea Road,45,London,Corporate,Changes for 2021.06:  ,2018-04-09,2100-12-12,1
103729,Maddison,Norton,32 Felix Lane,54,London,Corporate,Changes for 2021.06:  ,2018-04-09,2021-09-03,0
103730,Joyce,Bolander,587 McKinley Avenue,60,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103731,Ruth,Westendorf,1015 Davisson Street,47,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2019-03-26,0
103732,Lisa,Rodriguez,1942 Brooklyn Street,56,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103733,Frank,Gonzales,119 Jody Road,27,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103734,Richard,Dougherty,287 Bungalow Road,31,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103735,Robert,Evans,4952 Oliverio Drive,31,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2019-09-22,0
103736,John,Jones,3913 Hillview Street,50,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2018-11-23,0
103737,Daniel,Myrick,1164 Thunder Road,26,SanJose,Corporate,Changes for 2021.06:  ,2018-04-16,2018-12-05,0
103738,Amanda,Hanley,1570 Young Road,41,SanJose,Corporate,Changes for 2021.06:  Termed,2018-04-16,2021-02-20,0
103739,Quinton,Delano,2168 Chandler Drive,26,Boulder,Technology,Changes for 2021.06:  Termed,2018-04-16,2023-09-03,0
103740,Felicia,Turner,2860 Arbor Court,36,Boulder,Technology,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103741,Gladys,Holcombe,1727 Bruce Street,53,Boulder,Technology,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103742,James,Weis,969 University Drive,29,Boulder,Technology,Changes for 2021.06:  ,2018-04-16,2021-10-24,0
103743,Olin,Keith,1856 Hampton Meadows,35,Boulder,Technology,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103744,Robert,Schrader,3747 John Avenue,56,NYC,Corporate,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103745,James,Ellender,2312 Mercer Street,45,NYC,Corporate,Changes for 2021.06:  ,2018-04-16,2019-06-13,0
103746,Gary,Jones,4212 Lightning Point Drive,59,NYC,Corporate,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103747,Hu,P'eng,A renseigner,39,HongKong,Technology,Changes for 2021.06:  ,2018-04-16,2100-12-12,1
103748,Ralph,Bowling,2389 Walnut Street,62,Boulder,Technology,Changes for 2021.06:  ,2018-04-23,2100-12-12,1
103749,Maurine,Fontenot,789 Richison Drive,47,NYC,Corporate,Changes for 2021.06:  ,2018-04-23,2019-05-03,0
103750,Wayne,Heckstall,1834 Skips Lane,50,NYC,Corporate,Changes for 2021.06:  Termed,2018-04-23,2023-06-16,0
103751,Chi,Sun,A renseigner,68,HongKong,Technology,Changes for 2021.06:  ,2018-04-23,2021-10-01,0
103752,Xue fang,Ko,A renseigner,52,HongKong,Technology,Changes for 2021.06:  Termed,2018-04-23,2022-08-21,0
103753,Kim,Williams,1767 Pyramid Valley Road,37,Boulder,Technology,Changes for 2021.06:  ,2018-04-30,2100-12-12,1
103754,Joshua,Bonnell,4 County Line Road,35,Boulder,Technology,Changes for 2021.06:  ,2018-04-30,2020-11-27,0
103755,Leo,Borum,588 Philadelphia Avenue,49,Boulder,Technology,Changes for 2021.06:  ,2018-04-30,2021-02-02,0
103756,Desmond,Morales,2023 Hampton Meadows,39,Boulder,Technology,Changes for 2021.06:  ,2018-04-30,2100-12-12,1
103757,Jarrett,Williams,1483 Wolf Pen Road,64,NYC,Corporate,Changes for 2021.06:  ,2018-04-30,2100-12-12,1
103758,Annett,Shaffer,2739 Collins Street,35,NYC,Corporate,Changes for 2021.06:  ,2018-04-30,2100-12-12,1
103759,John,Browne,80 Boggess Street,53,NYC,Corporate,Changes for 2021.06:  ,2018-04-30,2019-01-04,0
103760,Evie,Warren,1 Fore St,51,London,Corporate,Changes for 2021.06:  ,2018-04-30,2021-08-19,0
103761,Libby,Hooper,83 Fore St,51,London,Corporate,Changes for 2021.06:  Termed,2018-04-30,2023-07-09,0
103762,Oscar,Hussain,42 Shannon Way,41,London,Corporate,Changes for 2021.06:  ,2018-04-30,2100-12-12,1
103763,Andres,Tremper,2470 Nash Street,39,Boulder,Technology,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103764,Peter,Harding,2935 Stanton Hollow Road,41,Boulder,Technology,Changes for 2021.06:  ,2018-05-07,2021-04-24,0
103765,David,Hopkins,3314 Ingram Street,47,Boulder,Technology,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103766,Mike,Lewis,1765 Rhode Island Avenue,27,NYC,Corporate,Changes for 2021.06:  ,2018-05-07,2021-09-12,0
103767,Jacqueline,Banks,1923 Scenicview Drive,27,NYC,Corporate,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103768,Richard,Rogers,2124 Parkway Street,69,NYC,Corporate,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103769,Elizabeth,Simmons,1035 Robinson Lane,32,NYC,Corporate,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103770,Donna,Rice,4055 Melrose Street,24,NYC,Corporate,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103771,Yue ying,Tsui,A renseigner,24,HongKong,Technology,Changes for 2021.06:  ,2018-05-07,2100-12-12,1
103772,Kieran,Pritchard,68 Abbey Row,33,London,Corporate,Changes for 2021.06:  ,2018-05-07,2019-10-21,0
103773,Leonard,Nolan,2155 Ingram Road,34,Boulder,Technology,Changes for 2021.06:  ,2018-05-14,2019-10-26,0
103774,Agustin,Macon,3817 Fairfield Road,35,NYC,Corporate,Changes for 2021.06:  ,2018-05-14,2021-08-20,0
103775,Sharon,Holliday,2088 George Street,29,NYC,Corporate,Changes for 2021.06:  ,2018-05-14,2020-10-23,0
103776,Ingeborg,Nyvoll,Lisleheradvegen 188,33,Oslo,Technology,Changes for 2021.06:  ,2018-05-14,2018-11-05,0
103777,Peter,Phillips,80 East Street,59,London,Corporate,Changes for 2021.06:  ,2018-05-14,2100-12-12,1
103778,John,Moody,2440 Northwest Boulevard,59,Boulder,Technology,Changes for 2021.06:  ,2018-05-21,2019-01-22,0
103779,Valerie,Perry,3109 Andell Road,40,Boulder,Technology,Changes for 2021.06:  ,2018-05-21,2022-12-22,0
103780,Mirta,Hines,364 Vesta Drive,56,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103781,John,Johnson,1445 Roguski Road,64,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103782,Solomon,Bramblett,4754 James Martin Circle,58,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2019-05-22,0
103783,Shirley,Rowell,3067 Old Dear Lane,38,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103784,Norman,Burnside,3669 Wetzel Lane,51,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103785,Ines,Jones,2904 B Street,54,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2021-04-03,0
103786,Robert,Mizell,2781 Hillhaven Drive,36,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2021-06-14,0
103787,So,Moua,2188 James Avenue,53,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103788,Calvin,Meadows,964 Highland Drive,54,NYC,Corporate,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103789,Shaiming,Hao,A renseigner,33,HongKong,Technology,Changes for 2021.06:  ,2018-05-21,2100-12-12,1
103790,Zara,Lane,25 Thompsons Lane,27,London,Corporate,Changes for 2021.06:  ,2018-05-21,2019-04-03,0
103791,Gregory,Gutierrez,2260 Hill Haven Drive,27,Boulder,Technology,Changes for 2021.06:  ,2018-05-28,2020-11-12,0
103792,Samantha,Robles,4 Virginia Street,45,Boulder,Technology,Changes for 2021.06:  Termed,2018-05-28,2023-01-11,0
103793,Clyde,Moore,4354 Sycamore Circle,59,Boulder,Technology,Changes for 2021.06:  ,2018-05-28,2100-12-12,1
103794,Angela,Mangus,4297 Norman Street,46,Boulder,Technology,Changes for 2021.06:  Termed,2018-05-28,2021-09-14,0
103795,Collette,Temple,1249 Elk Rd Little,67,NYC,Corporate,Changes for 2021.06:  ,2018-05-28,2100-12-12,1
103796,Marie,Cunningham,3900 River Road,38,NYC,Corporate,Changes for 2021.06:  Termed,2018-05-28,2023-01-23,0
103797,Terry,Pugh,724 Bond Street,44,NYC,Corporate,Changes for 2021.06:  ,2018-05-28,2020-05-23,0
103798,Katherine,Thomas,2647 Washburn Street,31,NYC,Corporate,Changes for 2021.06:  Termed,2018-05-28,2023-11-30,0
103799,Millie,Lambert,92 Red Lane,36,London,Corporate,Changes for 2021.06:  ,2018-05-28,2019-04-30,0
103800,Billy,Miller,67 Shire Oak Road,52,London,Corporate,Changes for 2021.06:  ,2018-05-28,2022-05-13,0
103801,Jessica,Freda,4500 Cost Avenue,30,Boulder,Technology,Changes for 2021.06:  ,2018-06-04,2019-05-28,0
103802,Mark,Brown,2130 Railroad Street,57,Boulder,Technology,Changes for 2021.06:  ,2018-06-04,2019-03-26,0
103803,Earlene,Hooper,1825 Fannie Street,62,NYC,Corporate,Changes for 2021.06:  Termed,2018-06-04,2022-02-19,0
103804,Karen,Morris,3577 Poplar Avenue,47,NYC,Corporate,Changes for 2021.06:  ,2018-06-04,2100-12-12,1
103805,Martha,Tyler,3797 Davis Street,52,NYC,Corporate,Changes for 2021.06:  Termed,2018-06-04,2023-10-09,0
103806,Debra,Santillanes,1229 Arlington Avenue,66,NYC,Corporate,Changes for 2021.06:  ,2018-06-04,2100-12-12,1
103807,Jin,Pai,A renseigner,72,HongKong,Technology,Changes for 2021.06:  ,2018-06-04,2019-01-14,0
103808,Xia,Fu,A renseigner,50,HongKong,Technology,Changes for 2021.06:  ,2018-06-04,2100-12-12,1
103809,Phoebe,Arnold,62 Middlewich Road,50,London,Corporate,Changes for 2021.06:  ,2018-06-04,2020-12-27,0
103810,Martha,Flynn,2012 Mount Street,47,Boulder,Technology,Changes for 2021.06:  ,2018-06-11,2021-08-12,0
103811,Laura,Meredith,703 Grove Avenue,26,Boulder,Technology,Changes for 2021.06:  ,2018-06-11,2100-12-12,1
103812,Christopher,Patterson,1868 Morris Street,61,NYC,Corporate,Changes for 2021.06:  ,2018-06-11,2019-01-18,0
103813,Benjamin,Angelo,4551 Brannon Avenue,61,NYC,Corporate,Changes for 2021.06:  Termed,2018-06-11,2021-04-19,0
103814,Philip,Price,657 Worley Avenue,40,NYC,Corporate,Changes for 2021.06:  ,2018-06-11,2100-12-12,1
103815,William,Lander,2459 Whiteman Street,39,NYC,Corporate,Changes for 2021.06:  ,2018-06-11,2018-07-30,0
103816,Jean,Shores,970 Sugarfoot Lane,59,NYC,Corporate,Changes for 2021.06:  ,2018-06-11,2022-04-06,0
103817,Rachel,Baumgartner,3265 Cunningham Court,62,NYC,Corporate,Changes for 2021.06:  ,2018-06-11,2100-12-12,1
103818,Joan,Goddard,2386 Saint Francis Way,41,NYC,Corporate,Changes for 2021.06:  Termed,2018-06-11,2022-10-06,0
103819,April,Ervin,2889 Thorn Street,46,NYC,Corporate,Changes for 2021.06:  Termed,2018-06-11,2022-08-20,0
103820,Chung,Liu,A renseigner,49,HongKong,Technology,Changes for 2021.06:  ,2018-06-11,2021-02-04,0
103821,Shi,Fu,A renseigner,77,HongKong,Technology,Changes for 2021.06:  ,2018-06-11,2100-12-12,1
103822,Larry,Lovett,2390 Luke Lane,55,Boulder,Technology,Changes for 2021.06:  ,2018-06-18,2100-12-12,1
103823,Andrew,Parker,1008 Fort Street,58,Boulder,Technology,Changes for 2021.06:  ,2018-06-18,2021-12-18,0
